Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
11;2280;1401.38447299004;10;316.9351;True;2280;53.17188;661.4124;99.41134;1.441742E+07
12;2280;1486.81907471418;10;316.9351;True;2280;43.93677;639.3857;133.1987;3327875
13;2072.53491210938;1299.13940982819;10;266.6458;False;2072.535;55.27307;622.4076;11.85022;505697.9
14;2280;1146.54959762692;9;284.9076;True;2280;48.34229;678.8483;68.68079;960033.1
15;2280;1602.79514808655;10;296.9652;True;2280;48.64771;679.2206;82.70776;4903189
16;2280;1266.57554135323;10;296.9652;True;2280;51.55566;640.0818;65.58712;1.093219E+07
17;2280;1827.86436767578;9;313.3051;True;2280;49.9751;600.3318;54.67549;3828176
18;2280;1634.95545082092;10;265.3096;True;2280;43.45068;593.3978;81.42722;9100653
19;2280;1700.13992571831;10;338.9399;True;2280;42.7511;610.1463;74.84106;7865231
20;2280;1411.96873903275;10;338.9399;True;2280;41.11511;580.203;78.52773;6669994
21;2280;1822.08814353943;10;338.9399;True;2280;43.73096;590.5316;76.70577;1.559562E+07
22;2280;1348.6035369873;10;329.1439;True;2280;47.97754;585.5667;41.67772;2.136089E+07
23;2280;1526.73394443989;10;329.1439;True;2280;48.44214;630.4377;78.7999;6991621
24;2280;1242.30841789246;10;329.1439;True;2280;41.46143;625.6849;92.14626;1.486848E+07
25;2280;1337.12631340027;10;307.2811;True;2280;45.6311;613.0925;76.54568;4432620
26;2280;1492.86356971264;10;356.3663;True;2280;42.22803;617.3738;90.86617;2.331774E+07
27;2280;1647.75276985168;10;356.3663;True;2280;49.6853;617.0892;43.73953;1.038021E+07
28;2280;1652.18092269897;10;356.3663;True;2280;42.67114;613.8601;84.6629;9853170
29;2280;1580.98046183586;10;323.3402;True;2280;42.76831;604.7032;75.82694;7480600
30;2280;1589.49687571526;10;356.3663;True;2280;45.29053;583.0167;53.23426;1.269231E+07
#
